Id|País|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|TIPO
33|Portugal|1603|2054|12768|30074|15886|2147|3972|931|11077|8967|4242|284778|242143|231759|126855|245613|436485|228933|225450|7740|9467|4185|4545|6870|17827|11745|14861|42736|4386|15501|12622|20653|14033|17170|30305|10588|35035|38385|62471|31170|74184|53756|77260|66552|60430|59472|88448|123786|128802|144296|102324|65238|ESPUMANTES
34|Reino Unido|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|467|0|350|3834|1320|2309|254|ESPUMANTES
35|Romenia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|743|488|0|0|0|0|0|432|ESPUMANTES
36|Suíça|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|0|576|0|481|66|ESPUMANTES
37|Tunisia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|870|1988|800|0|0|0|0|0|0|0|0|ESPUMANTES
38|Ucrânia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1739|0|0|0|0|0|ESPUMANTES
39|Uruguai|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11813|8161|2430|0|1746|9417|887|1722|180|193|10755|7807|1755|900|5850|135|87|0|1068|1760|7880|1080|776|2241|2908|8947|ESPUMANTES
40|Não consta na tabela|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3133|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ESPUMANTES
41|Não declarados|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|140|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ESPUMANTES
42|Outros|291|3772|576|24|1801|13096|20|0|0|0|0|6075|1350|1188|1080|450|2934|0|1800|0|1170|3935|688|3902|8979|20108|8771|6414|2720|2117|2575|450|0|0|0|1043|7389|7338|0|972|0|0|0|0|0|0|0|0|0|0|0|0|ESPUMANTES
1|Argélia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21746|0|UVAS FRESCAS
2|Argentina|2412831|1805310|1965010|396840|1179250|527100|1219700|1974174|1998590|490090|276000|241000|1004840|1394060|251900|208150|267240|773500|2861962|5466862|6901560|4050739|1836310|972100|1477530|4102859|4952178|3570021|2400369|1616655|740793|1228557|4140804|3475542|3344442|3357125|5891839|8236176|8941022|7453027|11559264|13438557|8714800|5810559|2758211|3569873|3931377|2097970|1616855|3211513|1798220|1356735|UVAS FRESCAS
3|Brasil|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14612|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
4|Chile|1557316|1485897|1680664|2472710|2154407|2276355|3120369|2802160|3320968|3032695|1334991|1423377|1999116|1217488|880497|598037|1757520|1812678|2507118|6876507|7022798|7895955|2757676|3187970|5195415|17084555|51322639|17258803|23168025|6754643|8938298|6098723|6816565|4110431|2704764|4926533|5835551|7122019|3479598|10846054|11806542|18620819|22385291|24392313|25952434|24254096|18424582|18510455|16103415|9082957|4943446|3888723|UVAS FRESCAS
5|Colômbia|0|3312|0|63645|131888|300449|292849|476525|208954|250150|65176|45880|99070|53450|4500|0|0|0|0|0|110770|39800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
6|Espanha|1231522|1371457|617898|447401|440559|116765|0|0|0|70000|0|0|0|0|60000|0|0|0|0|0|0|0|0|0|0|0|0|17000|66600|74760|103344|81774|32664|0|7682|102471|315141|111689|30350|124345|212463|993310|393387|246827|401281|145066|431567|243947|83212|51079|0|0|UVAS FRESCAS
7|Estados Unidos|94669|12403|17250|119095|59064|49955|19778|29160|15370|35014|167893|19523|5060|9240|6490|5400|10800|19400|28800|43781|646956|136642|134098|333284|1570874|2395752|2439010|2159867|829630|104374|119829|47841|13416|26458|14655|1224|43696|79849|91055|120861|89492|3265|32458|80518|50811|16504|3522|2164|15100|1343|0|0|UVAS FRESCAS
8|Grécia|126248|74700|58500|90000|0|0|0|0|0|0|0|90000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
9|Itália|0|9960|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15750|0|0|14439|190141|552911|1154322|1073920|1228338|1053083|589675|788663|334544|591991|0|0|UVAS FRESCAS
10|México|23240|12000|0|2500|0|0|0|0|0|59980|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4504|0|0|0|37170|0|0|0|0|0|0|0|0|16656|31200|432639|233856|173184|298656|184747|133608|0|0|0|0|0|0|UVAS FRESCAS
11|Peru|0|0|0|0|0|0|0|0|1500|0|3500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1700|0|0|0|0|0|0|0|0|0|75550|504154|240389|426468|728022|3184984|2645931|4399499|2553897|947045|1585923|487080|75768|UVAS FRESCAS
12|Paraguai|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50004|0|100000|0|4723|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
13|Portugal|28150|800|1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8500|0|0|0|0|0|0|0|0|0|0|6640|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
14|Panamá|0|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
15|Reino Unido|0|0|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
16|Uruguai|0|0|0|6300|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1050000|0|8627|7949|1000|3400|16500|23660|26816|25328|9296|1080|0|0|0|0|0|3600|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
17|Venezuela|0|400|3357|4672|4006|12734|500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|750|36940|284005|57195|18967|2115|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
18|Não consta na tabela|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17722|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
19|Outros|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13716|0|3616|79|162376|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
1|Afeganistão|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18000|400000|0|18000|456000|125000|0|0|0|40000|0|0|UVAS PASSAS
2|África do Sul|0|0|0|0|0|72000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15253|178585|66912|35617|152070|88885|59000|0|17940|19000|99500|641051|195000|700846|184250|986750|0|2220275|1418063|617500|370500|1089700|270875|616688|327000|UVAS PASSAS
3|Alemanha, República Democrática|0|0|3000|0|0|29988|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|12|29|95005|143|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
4|Arábia Saudita|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
5|Argentina|1530058|1206326|1047482|1277380|1004987|1583972|2731566|2549687|2385266|1527094|1586137|1558200|1875664|2238826|1662475|1519220|2116776|3011500|7894789|6392930|3758190|4726726|3061443|1772727|4433113|4172453|7103048|5673231|4237403|3438508|3367629|2634368|10502997|6449180|12287672|10271403|11555010|15203133|15641645|17209323|17279688|20533473|19728826|20571302|14681136|20905602|23280908|19742996|23564519|24135143|24992502|24015825|UVAS PASSAS
6|Austrália|0|0|89025|0|88754|66750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
7|Bélgica|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|102625|20750|187450|41500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
8|Chile|4000|0|0|59747|0|555818|582102|670742|756026|1088002|484040|327662|961997|1258680|1100570|1730970|2792410|2810680|2747990|5592520|3431648|5372062|3149429|4604409|6568978|32331682|6036433|3882680|4033736|3853245|4909468|3223998|1108017|6011522|933010|534750|3847300|1239130|2075850|4498510|814720|1127280|2046530|453310|2615382|747700|365670|483305|127231|384437|286774|225630|UVAS PASSAS
9|China|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|172000|110|UVAS PASSAS
10|China Continental|0|0|0|25000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|41|0|0|0|0|0|0|0|0|0|0|0|148000|0|0|19000|19200|63000|100027|98050|0|0|53000|224165|934000|0|0|UVAS PASSAS
11|Cingapura|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|38150|0|40000|0|0|0|0|0|0|0|0|UVAS PASSAS
12|Emirados|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|196800|0|36000|49580|31250|89820|17420|0|17500|36000|18000|271970|329470|489760|182745|0|124510|39000|20000|35460|19000|240800|100000|40000|0|0|0|0|0|0|UVAS PASSAS
13|Espanha|20000|15000|57208|144000|9500|7500|2000|0|3000|1680|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3222|338|6000|6004|288|303|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|UVAS PASSAS
14|Estados Unidos|415210|429346|411443|538195|953941|494268|25285|171998|102285|53591|148029|126804|140722|329134|128745|157087|672895|117167|161093|196634|167980|135629|320890|772669|832061|643784|732591|1397848|1306508|514513|573211|487549|427744|504069|470966|448370|493921|370796|448157|347316|526225|391515|512716|538319|369887|350138|236134|257670|42859|90132|105360|109043|UVAS PASSAS
15|França|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|49|0|19510|0|0|0|0|0|0|0|0|0|0|0|0|0|1474|720|1600|658|0|0|0|0|0|0|UVAS PASSAS
16|Grécia|178475|302825|369763|132420|139103|28335|0|20000|12500|25000|25000|0|0|0|0|0|0|0|0|0|0|0|154975|54000|81012|21220|19000|459500|138000|91000|0|0|0|0|0|0|0|0|0|0|0|4095|0|0|10000|0|4000|1950|1600|0|0|0|UVAS PASSAS
17|Guiana Britânica|334|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
18|Índia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128000|0|0|166862|36000|247000|57000|162000|397130|736700|481000|883000|577250|UVAS PASSAS
19|Irã|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18500|17800|586390|1013544|369269|34000|226480|16500|1128400|700130|1353836|528875|592175|929370|893890|1337820|1040345|1089540|112460|4112310|533570|306700|1415828|942500|184500|493000|1194500|340000|646000|435600|514700|UVAS PASSAS
20|Itália|33600|27860|70000|59136|69650|150000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|40320|0|0|0|0|0|0|0|0|0|2075|1250|0|0|10|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
21|Japão|0|7221|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
22|México|170172|209257|150827|28906|40000|234900|172500|686190|778330|1126710|1336070|1228260|1214593|1485417|520390|1194306|1164262|1180260|194910|585700|420100|353640|251100|637474|351600|749518|269500|183000|156160|96000|17500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
23|Países Baixos|104|0|0|0|0|0|12000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
24|Paraguai|0|0|0|0|0|20000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
25|Peru|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|UVAS PASSAS
26|Portugal|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|0|250|0|0|0|0|0|0|UVAS PASSAS
27|Reino Unido|39|211|276|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|25|21|66|20|11|0|0|UVAS PASSAS
28|Suécia|12000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
29|Turquia|124832|306025|556402|324242|116338|7000|0|0|0|0|7000|0|58996|0|85288|60120|1102260|189140|1000|55300|4900|36800|435600|593460|975130|158550|615150|4342570|5336758|6792500|5268800|8413300|987370|913290|1666888|2914500|2300140|792250|124100|126600|2428575|987310|709785|0|1981070|1006000|2386092|2834805|262616|427590|607780|186000|UVAS PASSAS
30|Uruguai|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|75000|16800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25000|0|UVAS PASSAS
31|Uzbequistão|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26000|40000|0|0|0|0|40000|71900|0|0|0|0|0|0|399630|397030|0|UVAS PASSAS
32|Venezuela|0|0|0|256|561|2240|270|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|130|3015|1210|750|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
33|Não consta na tabela|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
34|Outros|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|51|102|40054|75|5475|0|35150|38375|3967|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS PASSAS
1|Afeganistão|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18000|400000|0|18000|456000|125000|0|0|0|40000|0|0|SUCO DE UVA
2|África do Sul|0|0|0|0|0|72000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15253|178585|66912|35617|152070|88885|59000|0|17940|19000|99500|641051|195000|700846|184250|986750|0|2220275|1418063|617500|370500|1089700|270875|616688|327000|SUCO DE UVA
3|Alemanha, República Democrática|0|0|3000|0|0|29988|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|12|29|95005|143|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
4|Arábia Saudita|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
5|Argentina|1530058|1206326|1047482|1277380|1004987|1583972|2731566|2549687|2385266|1527094|1586137|1558200|1875664|2238826|1662475|1519220|2116776|3011500|7894789|6392930|3758190|4726726|3061443|1772727|4433113|4172453|7103048|5673231|4237403|3438508|3367629|2634368|10502997|6449180|12287672|10271403|11555010|15203133|15641645|17209323|17279688|20533473|19728826|20571302|14681136|20905602|23280908|19742996|23564519|24135143|24992502|24015825|SUCO DE UVA
6|Austrália|0|0|89025|0|88754|66750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
7|Bélgica|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|102625|20750|187450|41500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
8|Chile|4000|0|0|59747|0|555818|582102|670742|756026|1088002|484040|327662|961997|1258680|1100570|1730970|2792410|2810680|2747990|5592520|3431648|5372062|3149429|4604409|6568978|32331682|6036433|3882680|4033736|3853245|4909468|3223998|1108017|6011522|933010|534750|3847300|1239130|2075850|4498510|814720|1127280|2046530|453310|2615382|747700|365670|483305|127231|384437|286774|225630|SUCO DE UVA
9|China|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|172000|110|SUCO DE UVA
10|China Continental|0|0|0|25000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|41|0|0|0|0|0|0|0|0|0|0|0|148000|0|0|19000|19200|63000|100027|98050|0|0|53000|224165|934000|0|0|SUCO DE UVA
11|Cingapura|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|38150|0|40000|0|0|0|0|0|0|0|0|SUCO DE UVA
12|Emirados|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|196800|0|36000|49580|31250|89820|17420|0|17500|36000|18000|271970|329470|489760|182745|0|124510|39000|20000|35460|19000|240800|100000|40000|0|0|0|0|0|0|SUCO DE UVA
13|Espanha|20000|15000|57208|144000|9500|7500|2000|0|3000|1680|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3222|338|6000|6004|288|303|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|SUCO DE UVA
14|Estados Unidos|415210|429346|411443|538195|953941|494268|25285|171998|102285|53591|148029|126804|140722|329134|128745|157087|672895|117167|161093|196634|167980|135629|320890|772669|832061|643784|732591|1397848|1306508|514513|573211|487549|427744|504069|470966|448370|493921|370796|448157|347316|526225|391515|512716|538319|369887|350138|236134|257670|42859|90132|105360|109043|SUCO DE UVA
15|França|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|49|0|19510|0|0|0|0|0|0|0|0|0|0|0|0|0|1474|720|1600|658|0|0|0|0|0|0|SUCO DE UVA
16|Grécia|178475|302825|369763|132420|139103|28335|0|20000|12500|25000|25000|0|0|0|0|0|0|0|0|0|0|0|154975|54000|81012|21220|19000|459500|138000|91000|0|0|0|0|0|0|0|0|0|0|0|4095|0|0|10000|0|4000|1950|1600|0|0|0|SUCO DE UVA
17|Guiana Britânica|334|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
18|Índia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128000|0|0|166862|36000|247000|57000|162000|397130|736700|481000|883000|577250|SUCO DE UVA
19|Irã|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18500|17800|586390|1013544|369269|34000|226480|16500|1128400|700130|1353836|528875|592175|929370|893890|1337820|1040345|1089540|112460|4112310|533570|306700|1415828|942500|184500|493000|1194500|340000|646000|435600|514700|SUCO DE UVA
20|Itália|33600|27860|70000|59136|69650|150000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|40320|0|0|0|0|0|0|0|0|0|2075|1250|0|0|10|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
21|Japão|0|7221|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
22|México|170172|209257|150827|28906|40000|234900|172500|686190|778330|1126710|1336070|1228260|1214593|1485417|520390|1194306|1164262|1180260|194910|585700|420100|353640|251100|637474|351600|749518|269500|183000|156160|96000|17500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
23|Países Baixos|104|0|0|0|0|0|12000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
24|Paraguai|0|0|0|0|0|20000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
25|Peru|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|SUCO DE UVA
26|Portugal|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|0|250|0|0|0|0|0|0|SUCO DE UVA
27|Reino Unido|39|211|276|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|25|21|66|20|11|0|0|SUCO DE UVA
28|Suécia|12000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
29|Turquia|124832|306025|556402|324242|116338|7000|0|0|0|0|7000|0|58996|0|85288|60120|1102260|189140|1000|55300|4900|36800|435600|593460|975130|158550|615150|4342570|5336758|6792500|5268800|8413300|987370|913290|1666888|2914500|2300140|792250|124100|126600|2428575|987310|709785|0|1981070|1006000|2386092|2834805|262616|427590|607780|186000|SUCO DE UVA
30|Uruguai|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|75000|16800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25000|0|SUCO DE UVA
31|Uzbequistão|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26000|40000|0|0|0|0|40000|71900|0|0|0|0|0|0|399630|397030|0|SUCO DE UVA
32|Venezuela|0|0|0|256|561|2240|270|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|130|3015|1210|750|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
33|Não consta na tabela|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
34|Outros|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|51|102|40054|75|5475|0|35150|38375|3967|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
