Id;País;1970;1970;1971;1971;1972;1972;1973;1973;1974;1974;1975;1975;1976;1976;1977;1977;1978;1978;1979;1979;1980;1980;1981;1981;1982;1982;1983;1983;1984;1984;1985;1985;1986;1986;1987;1987;1988;1988;1989;1989;1990;1990;1991;1991;1992;1992;1993;1993;1994;1994;1995;1995;1996;1996;1997;1997;1998;1998;1999;1999;2000;2000;2001;2001;2002;2002;2003;2003;2004;2004;2005;2005;2006;2006;2007;2007;2008;2008;2009;2009;2010;2010;2011;2011;2012;2012;2013;2013;2014;2014;2015;2015;2016;2016;2017;2017;2018;2018;2019;2019;2020;2020;2021;2021
35;Dinamarca;0;0;0;0;0;0;0;0;0;0;0;0;2160;1642;0;0;0;0;265;318;0;0;0;0;0;0;0;0;0;0;61480;50412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;67;0;0;0;0;0;0;74200;184388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;229;84;118;90;143;206;294
36;Dominica, Ilha de;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;44;0;0;0;0;0;0
37;El Salvador;0;0;0;0;2513;896;1015;374;0;0;0;0;0;0;0;0;600;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480;560;0;0;0;0;0;0;188;439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;Emirados Árabes Unidos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8215;15426;11660;21885;3920;2815;0;0;3262;2459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396;455;1548;2383
39;Equador;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14268;21675;0;0
40;Espanha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18550;34503;0;0;0;0;0;0;0;0;0;0;1311;1154;0;0;0;0;0;0;0;0;0;0;960;3799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;Estados Unidos;0;0;0;0;99964;57979;219717;138661;279640;209029;459900;236525;224030;134696;244990;159246;635040;682401;557363;645132;671399;792922;639735;585079;818720;736847;1213225;1017361;1845000;1505887;2488090;1716027;2591390;2315230;1854225;2319138;2259259;2386558;3150250;4275810;4077025;6161595;1401160;1939882;7689778;8404677;5627559;6327627;3664000;4145634;1304646;1528450;2635300;3303995;4780020;7082657;1923215;3490456;2537474;4910776;4054155;5179598;2663651;3526447;1417685;2168149;1324118;1772126;2018565;2499380;2089534;2396364;416229;497587;442049;706224;220264;498161;985916;2002894;204956;422800;86325;330287;0;0;37779;97968;8970;25290;19753;42721;11508;21663;32252;69200;27645;56911;455;1963;73431;122865;702976;1381158
42;Falkland (Malvinas);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;66;0;0;0;0;0;0
43;Filipinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2650;3309;5300;7409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5200;7020;37100;55297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20405;31628;17225;34622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102555;201996;0;0;0;0;24;22;0;0;109;95;64;109
44;Finlândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291350;222864;247820;215972;330620;304568;273852;298197;19875;24843;39750;38335;81620;73034;115540;86712;154760;126021;85860;78786;213060;267618;106530;142746;71020;98362;17755;24857;17755;31071;0;0;17755;20370;9100;13013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
